EmployeeID,Age,Gender,Department,Tenure,JobRole,Salary,JobSatisfaction,EngagementScore,PerformanceRating,WorkLifeBalance,DistanceFromHome,TrainingHours,Overtime,EducationLevel,Risk Category
E36855,33,Female,Sales,18,Analyst,84348,10,85,4,4,27,51,No,High School,Low Risk
E36856,56,Female,Finance,9,Engineer,106684,7,67,2,2,26,80,Yes,Bachelor's,Medium Risk
E36857,24,Female,R&D,10,Developer,103503,5,67,2,3,48,88,Yes,High School,Medium Risk
E36858,38,Female,R&D,16,Technician,42793,4,59,2,2,39,23,No,Master's,Medium Risk
E36859,49,Female,Finance,15,Developer,110739,6,71,2,2,11,55,No,Bachelor's,Medium Risk
E36860,30,Female,Sales,7,Technician,77092,8,83,4,5,38,47,No,Master's,Low Risk
E36861,47,Female,Marketing,11,Technician,61409,5,63,2,2,29,55,Yes,High School,Medium Risk
E36862,37,Male,Sales,19,Manager,72598,8,98,4,5,26,18,No,Bachelor's,Low Risk
E36863,52,Female,Sales,12,Manager,63512,2,29,1,1,19,34,Yes,Bachelor's,High Risk
E36864,52,Male,HR,13,Engineer,59105,8,100,4,5,14,96,Yes,Master's,Low Risk
E36865,58,Female,Sales,15,Manager,101770,4,41,2,3,41,51,No,High School,Medium Risk
E36866,29,Female,HR,4,Engineer,59911,9,97,4,5,8,87,Yes,High School,Low Risk
E36867,52,Male,R&D,11,Developer,118302,5,52,2,2,10,53,No,Bachelor's,Medium Risk
E36868,37,Male,HR,10,Developer,98348,6,56,2,2,17,78,No,Master's,Medium Risk
E36869,47,Male,Marketing,6,Technician,89821,9,78,4,4,34,29,Yes,Master's,Low Risk
E36870,29,Female,R&D,1,Technician,47968,4,53,2,3,46,67,No,Bachelor's,Medium Risk
E36871,43,Female,Marketing,14,Developer,55188,3,32,1,1,44,13,Yes,Bachelor's,High Risk
E36872,40,Female,Marketing,6,Engineer,93797,1,13,1,1,13,85,Yes,Bachelor's,High Risk
E36873,51,Male,Finance,3,Analyst,67686,8,100,5,5,29,85,No,Bachelor's,Low Risk
E36874,37,Female,Marketing,17,Engineer,96556,4,53,3,3,15,39,No,Bachelor's,Medium Risk
E36875,26,Male,Sales,17,Developer,88644,10,83,5,5,18,71,No,High School,Low Risk
E36876,43,Male,HR,8,Developer,114221,10,78,4,5,16,33,No,Master's,Low Risk
E36877,27,Female,Finance,10,Technician,115486,5,66,3,2,36,87,Yes,Master's,Medium Risk
E36878,37,Female,Finance,1,Technician,75127,10,97,5,4,41,38,No,Master's,Low Risk
E36879,52,Male,Sales,14,Analyst,97915,6,41,3,3,29,76,Yes,Master's,Medium Risk
E36880,25,Male,Sales,19,Engineer,54240,3,14,1,1,12,66,Yes,Bachelor's,High Risk
E36881,52,Male,Finance,8,Manager,50980,9,80,4,5,10,96,Yes,Bachelor's,Low Risk
E36882,55,Female,HR,3,Engineer,61323,10,100,5,4,7,99,No,Master's,Low Risk
E36883,51,Male,HR,14,Technician,118507,6,73,3,3,36,13,No,Master's,Medium Risk
E36884,33,Female,Sales,8,Developer,119378,6,47,3,2,36,51,No,High School,Medium Risk
E36885,53,Female,Marketing,4,Technician,81075,2,15,1,1,6,12,Yes,Bachelor's,High Risk
E36886,29,Male,HR,8,Analyst,52194,2,11,1,1,5,92,Yes,Bachelor's,High Risk
E36887,33,Male,Sales,19,Technician,66622,5,65,3,3,15,60,No,Bachelor's,Medium Risk
E36888,41,Female,HR,12,Technician,103025,10,89,4,4,19,31,No,Bachelor's,Low Risk
E36889,30,Female,Sales,18,Technician,102648,4,71,2,3,24,71,No,Bachelor's,Medium Risk
E36890,47,Female,HR,8,Manager,65411,8,98,4,5,29,86,No,Bachelor's,Low Risk
E36891,43,Female,HR,9,Analyst,76107,3,25,1,1,1,82,Yes,Master's,High Risk
E36892,55,Male,R&D,1,Engineer,65377,8,84,4,4,37,41,Yes,Bachelor's,Low Risk
E36893,25,Male,R&D,4,Manager,85298,5,67,3,3,16,21,No,Bachelor's,Medium Risk
E36894,32,Female,HR,5,Engineer,80405,8,84,5,4,31,65,No,High School,Low Risk
E36895,40,Female,R&D,7,Engineer,117747,5,70,3,2,7,70,No,High School,Medium Risk
E36896,45,Female,R&D,19,Technician,75770,6,63,3,3,43,76,No,High School,Medium Risk
E36897,55,Male,HR,13,Manager,109935,6,67,3,2,41,67,No,Master's,Medium Risk
E36898,28,Female,R&D,2,Engineer,78328,7,54,3,3,8,58,No,Bachelor's,Medium Risk
E36899,33,Female,Finance,4,Technician,64526,4,70,3,3,34,56,No,High School,Medium Risk
E36900,50,Female,Marketing,20,Manager,68071,9,92,4,4,15,79,No,Bachelor's,Low Risk
E36901,28,Female,Sales,16,Manager,73009,1,34,1,1,16,89,Yes,Bachelor's,High Risk
E36902,58,Male,Sales,11,Technician,119174,3,13,1,1,32,45,Yes,Bachelor's,High Risk
E36903,36,Male,R&D,13,Engineer,69756,8,80,5,5,20,59,No,Bachelor's,Low Risk
E36904,38,Male,R&D,4,Technician,61953,3,4,1,1,26,75,Yes,High School,High Risk
E36905,45,Female,R&D,1,Analyst,52509,2,18,1,1,4,93,Yes,Master's,High Risk
E36906,24,Male,R&D,1,Technician,118592,5,59,2,2,25,19,No,Master's,Medium Risk
E36907,40,Male,Sales,15,Developer,90711,9,90,4,4,3,94,Yes,High School,Low Risk
E36908,49,Male,HR,7,Manager,61957,5,41,2,3,36,22,No,Bachelor's,Medium Risk
E36909,47,Female,Sales,9,Technician,91431,7,68,2,3,32,95,No,Master's,Medium Risk
E36910,59,Female,Sales,8,Developer,90834,6,64,2,3,44,11,No,High School,Medium Risk
E36911,57,Male,Marketing,5,Technician,74712,6,73,3,3,39,68,No,Bachelor's,Medium Risk
E36912,48,Female,Finance,11,Manager,109843,2,17,1,1,40,74,Yes,Bachelor's,High Risk
E36913,39,Female,Sales,8,Manager,90627,7,73,3,2,43,92,Yes,Bachelor's,Medium Risk
E36914,41,Female,Marketing,7,Engineer,117463,9,82,5,4,32,31,No,High School,Low Risk
E36915,42,Male,HR,13,Developer,79011,4,58,2,2,6,82,No,High School,Medium Risk
E36916,46,Male,Marketing,20,Manager,87860,7,45,3,3,31,64,Yes,Master's,Medium Risk
E36917,59,Male,R&D,7,Manager,105772,8,99,4,4,1,17,No,High School,Low Risk
E36918,39,Female,R&D,12,Developer,114469,7,67,3,3,21,25,No,Bachelor's,Medium Risk
E36919,51,Male,Finance,19,Analyst,98999,8,84,4,5,19,86,No,High School,Low Risk
E36920,41,Male,Finance,20,Technician,56592,1,16,1,1,45,53,Yes,Master's,High Risk
E36921,56,Female,Sales,16,Engineer,107231,4,51,2,2,24,35,No,Master's,Medium Risk
E36922,40,Male,Finance,19,Manager,94666,4,50,3,3,43,10,No,Bachelor's,Medium Risk
E36923,41,Male,Sales,12,Engineer,71136,8,100,4,4,2,99,No,Bachelor's,Low Risk
E36924,26,Female,Sales,17,Developer,40296,4,59,3,2,14,70,Yes,High School,Medium Risk
E36925,30,Female,HR,17,Technician,100967,7,56,2,2,19,72,Yes,Master's,Medium Risk
E36926,48,Male,Marketing,19,Developer,110658,4,44,3,3,12,16,No,Master's,Medium Risk
E36927,30,Male,Finance,20,Engineer,85045,1,22,1,1,16,27,Yes,Master's,High Risk
E36928,44,Female,HR,16,Technician,65053,5,71,2,2,22,88,Yes,Bachelor's,Medium Risk
E36929,27,Female,Marketing,4,Technician,50344,6,48,2,2,12,72,No,Master's,Medium Risk
E36930,29,Female,R&D,9,Developer,84764,10,85,5,4,49,96,No,Bachelor's,Low Risk
E36931,36,Male,Sales,10,Engineer,45860,6,68,3,2,8,73,No,High School,Medium Risk
E36932,46,Male,R&D,14,Manager,75936,3,13,1,1,30,44,Yes,Bachelor's,High Risk
E36933,48,Male,Marketing,2,Developer,92367,6,46,3,3,43,55,No,High School,Medium Risk
E36934,35,Male,HR,3,Analyst,107051,6,40,2,2,35,61,Yes,Bachelor's,Medium Risk
E36935,25,Male,Finance,15,Developer,86967,2,26,1,1,11,63,Yes,Bachelor's,High Risk
E36936,30,Female,R&D,20,Engineer,78318,6,55,3,3,42,25,No,Bachelor's,Medium Risk
E36937,45,Female,Sales,20,Analyst,84837,7,67,2,3,2,41,Yes,Master's,Medium Risk
E36938,48,Female,Finance,1,Developer,48109,7,67,2,2,17,57,Yes,Master's,Medium Risk
E36939,35,Female,Finance,11,Manager,42187,5,73,3,3,10,82,No,Bachelor's,Medium Risk
E36940,45,Male,HR,19,Developer,74826,6,61,2,3,1,51,No,Master's,Medium Risk
E36941,46,Female,HR,7,Manager,69743,7,67,3,2,24,66,No,Bachelor's,Medium Risk
E36942,34,Female,Marketing,11,Developer,61795,1,11,1,1,40,10,Yes,Bachelor's,High Risk
E36943,27,Male,HR,7,Technician,90104,10,98,4,4,45,45,No,Bachelor's,Low Risk
E36944,48,Female,R&D,15,Engineer,114086,9,87,4,5,21,81,No,Master's,Low Risk
E36945,55,Male,Marketing,20,Manager,55000,8,94,5,4,19,96,No,Bachelor's,Low Risk
E36946,57,Female,Sales,7,Developer,105572,4,58,3,3,9,41,No,Master's,Medium Risk
E36947,43,Female,Marketing,9,Manager,70975,4,62,3,3,28,77,No,High School,Medium Risk
E36948,46,Female,R&D,20,Analyst,110157,9,87,4,5,6,75,No,High School,Low Risk
E36949,55,Female,Marketing,13,Engineer,77811,5,47,2,2,14,21,No,Bachelor's,Medium Risk
E36950,49,Male,Marketing,11,Engineer,113971,7,45,3,3,4,43,No,High School,Medium Risk
E36951,56,Female,Marketing,8,Developer,99405,5,62,2,3,30,66,No,High School,Medium Risk
E36952,42,Male,Marketing,18,Analyst,45010,3,30,1,1,29,84,Yes,Master's,High Risk
E36953,33,Female,R&D,9,Technician,96465,7,44,3,2,6,76,Yes,Bachelor's,Medium Risk
E36954,43,Male,R&D,6,Engineer,92794,9,90,5,5,28,86,No,Bachelor's,Low Risk
E36955,54,Male,Finance,9,Developer,101955,10,86,5,5,41,85,No,High School,Low Risk
E36956,45,Female,Finance,1,Technician,41604,5,53,3,3,25,46,No,High School,Medium Risk
E36957,39,Female,R&D,16,Developer,64171,5,45,3,2,49,86,Yes,Bachelor's,Medium Risk
E36958,43,Female,Marketing,11,Technician,54251,10,79,5,5,20,76,No,Master's,Low Risk
E36959,55,Female,HR,9,Manager,56643,10,78,5,5,28,52,No,Master's,Low Risk
E36960,57,Female,HR,17,Developer,84994,6,58,3,2,49,78,No,Bachelor's,Medium Risk
E36961,43,Male,Sales,10,Technician,101350,5,48,2,2,40,24,No,Master's,Medium Risk
E36962,26,Male,Marketing,5,Analyst,53260,4,65,2,2,30,41,Yes,Master's,Medium Risk
E36963,50,Male,Finance,4,Engineer,41509,8,82,5,4,41,94,No,Bachelor's,Low Risk
E36964,28,Female,R&D,5,Technician,95997,7,42,3,2,24,71,Yes,Bachelor's,Medium Risk
E36965,49,Male,Finance,9,Engineer,74110,7,47,2,3,22,61,No,Bachelor's,Medium Risk
E36966,56,Male,Marketing,1,Developer,98694,2,18,1,1,33,61,Yes,Bachelor's,High Risk
E36967,46,Female,Marketing,12,Analyst,119258,4,60,2,3,36,25,No,Bachelor's,Medium Risk
E36968,59,Female,Finance,8,Engineer,44281,5,67,3,2,3,44,No,Master's,Medium Risk
E36969,30,Male,HR,4,Analyst,91648,7,57,3,3,8,63,Yes,Bachelor's,Medium Risk
E36970,51,Female,R&D,17,Engineer,77488,6,73,2,2,24,72,No,High School,Medium Risk
E36971,55,Female,R&D,19,Technician,119228,10,99,4,5,43,39,No,Bachelor's,Low Risk
E36972,37,Male,Sales,5,Manager,89498,1,29,1,1,8,40,Yes,Bachelor's,High Risk
E36973,37,Male,HR,1,Manager,103068,6,45,3,3,21,21,No,Master's,Medium Risk
E36974,40,Female,R&D,1,Engineer,40755,6,50,2,3,14,13,No,High School,Medium Risk
E36975,56,Male,Finance,17,Developer,90835,1,23,1,1,28,99,Yes,High School,High Risk
E36976,48,Male,Marketing,7,Technician,46609,1,16,1,1,27,25,Yes,High School,High Risk
E36977,23,Female,Marketing,9,Analyst,117934,7,47,3,2,5,77,No,Master's,Medium Risk
E36978,24,Female,Finance,4,Manager,64044,9,86,5,5,45,39,No,Bachelor's,Low Risk
E36979,31,Male,Sales,7,Developer,54433,7,40,3,2,9,57,No,High School,Medium Risk
E36980,48,Male,Marketing,2,Analyst,69691,1,7,1,1,44,52,Yes,High School,High Risk
E36981,28,Male,R&D,8,Developer,67680,10,84,4,5,37,87,No,High School,Low Risk
E36982,46,Female,Marketing,15,Analyst,72783,1,3,1,1,36,89,Yes,High School,High Risk
E36983,30,Female,HR,4,Manager,110355,10,83,5,4,40,35,Yes,High School,Low Risk
E36984,27,Female,R&D,12,Analyst,62717,4,54,2,3,45,57,No,Bachelor's,Medium Risk
E36985,22,Male,Marketing,19,Manager,107180,5,67,3,3,15,68,Yes,Bachelor's,Medium Risk
E36986,22,Male,Finance,6,Manager,64159,10,96,5,5,15,78,No,High School,Low Risk
E36987,22,Male,Sales,19,Technician,100460,1,12,1,1,49,70,Yes,High School,High Risk
E36988,24,Female,HR,20,Manager,117300,5,73,2,3,26,41,No,Master's,Medium Risk
E36989,42,Male,Finance,12,Manager,99805,8,96,4,5,16,47,Yes,Bachelor's,Low Risk
E36990,46,Male,R&D,7,Manager,40347,6,44,3,2,44,82,No,Bachelor's,Medium Risk
E36991,58,Female,R&D,12,Analyst,70871,4,51,3,2,49,43,Yes,Bachelor's,Medium Risk
E36992,40,Male,Sales,11,Engineer,99827,9,86,5,4,46,99,Yes,Bachelor's,Low Risk
E36993,57,Male,Marketing,11,Developer,81448,3,15,1,1,21,70,Yes,High School,High Risk
E36994,56,Female,Marketing,15,Technician,94189,8,75,4,5,48,43,No,High School,Low Risk
E36995,56,Male,HR,18,Engineer,94737,8,98,5,4,21,91,No,Bachelor's,Low Risk
E36996,44,Female,Marketing,13,Technician,70100,9,90,4,4,35,78,Yes,Bachelor's,Low Risk
E36997,46,Female,Finance,10,Technician,49649,10,85,4,4,30,28,No,Bachelor's,Low Risk
E36998,29,Female,HR,3,Manager,85680,5,68,3,2,45,36,Yes,Bachelor's,Medium Risk
E36999,57,Female,HR,10,Analyst,47392,2,36,1,1,28,15,Yes,Bachelor's,High Risk
E37000,39,Female,R&D,14,Engineer,62922,10,81,4,4,16,21,Yes,Master's,Low Risk
E37001,58,Male,Marketing,6,Engineer,118432,9,94,4,5,15,74,No,Bachelor's,Low Risk
E37002,28,Male,HR,10,Analyst,42541,9,89,4,5,10,33,No,High School,Low Risk
E37003,46,Male,HR,3,Developer,92636,5,74,2,2,37,31,No,High School,Medium Risk
E37004,29,Female,HR,20,Developer,53094,6,49,2,3,20,63,Yes,High School,Medium Risk
E37005,57,Male,HR,3,Manager,95498,5,51,3,3,26,85,No,Bachelor's,Medium Risk
E37006,48,Male,Marketing,5,Manager,70623,8,89,4,4,9,27,No,Bachelor's,Low Risk
E37007,42,Male,R&D,12,Developer,102985,7,73,3,3,5,54,Yes,Bachelor's,Medium Risk
E37008,23,Male,Marketing,3,Engineer,43882,7,65,2,3,14,25,No,High School,Medium Risk
E37009,33,Male,Marketing,14,Engineer,97643,4,54,2,2,46,29,Yes,Master's,Medium Risk
E37010,26,Female,Finance,4,Developer,84485,4,61,2,2,1,80,No,Bachelor's,Medium Risk
E37011,50,Female,Finance,6,Developer,113072,7,44,3,2,49,54,No,High School,Medium Risk
E37012,36,Female,Marketing,7,Manager,68146,5,43,2,3,36,66,Yes,Master's,Medium Risk
E37013,22,Male,Sales,10,Manager,104067,10,90,5,4,37,65,Yes,Bachelor's,Low Risk
E37014,26,Male,R&D,19,Developer,62506,6,50,2,3,40,23,Yes,Bachelor's,Medium Risk
E37015,42,Female,R&D,5,Technician,47800,4,42,3,2,9,48,No,High School,Medium Risk
E37016,35,Male,Sales,3,Engineer,75356,10,80,4,4,9,50,No,Bachelor's,Low Risk
E37017,31,Female,Sales,10,Technician,41788,7,41,2,2,43,51,No,High School,Medium Risk
E37018,45,Female,Marketing,20,Manager,44662,1,33,1,1,38,28,Yes,High School,High Risk
E37019,32,Female,Finance,18,Analyst,46515,5,52,2,2,19,93,No,High School,Medium Risk
E37020,26,Female,R&D,5,Developer,65240,5,47,2,3,17,86,No,Master's,Medium Risk
E37021,52,Male,HR,4,Developer,89222,6,73,2,2,45,78,No,Bachelor's,Medium Risk
E37022,46,Female,Sales,20,Developer,41772,4,73,3,3,25,17,No,Bachelor's,Medium Risk
E37023,35,Male,R&D,2,Developer,43219,4,46,2,3,22,19,Yes,Bachelor's,Medium Risk
E37024,36,Female,HR,11,Developer,98131,4,55,3,2,17,16,No,Bachelor's,Medium Risk
E37025,27,Female,HR,9,Engineer,42439,4,40,2,3,16,12,No,Bachelor's,Medium Risk
E37026,29,Male,HR,8,Engineer,99684,10,93,5,5,13,93,Yes,Bachelor's,Low Risk
E37027,49,Male,Sales,11,Manager,71640,4,73,3,2,47,61,No,Bachelor's,Medium Risk
E37028,32,Male,HR,10,Manager,86434,10,88,4,4,48,67,No,Bachelor's,Low Risk
E37029,27,Female,Finance,4,Analyst,47494,2,5,1,1,29,11,Yes,Bachelor's,High Risk
E37030,45,Male,Sales,7,Developer,76371,9,91,5,4,2,88,No,Master's,Low Risk
E37031,27,Male,R&D,13,Technician,52946,9,86,4,5,15,16,Yes,Bachelor's,Low Risk
E37032,56,Female,HR,7,Engineer,74135,5,55,3,2,32,83,Yes,High School,Medium Risk
E37033,49,Male,Sales,4,Technician,113886,3,14,1,1,49,10,Yes,Master's,High Risk
E37034,37,Male,HR,13,Developer,80083,4,63,2,2,31,54,No,Master's,Medium Risk
E37035,30,Female,Sales,5,Manager,77092,7,62,2,3,24,95,Yes,High School,Medium Risk
E37036,40,Male,HR,6,Engineer,50255,5,57,3,3,42,94,No,Bachelor's,Medium Risk
E37037,58,Male,R&D,14,Technician,50594,6,66,3,2,22,36,No,Master's,Medium Risk
E37038,50,Male,Finance,1,Engineer,96954,3,28,1,1,11,38,Yes,Bachelor's,High Risk
E37039,41,Male,HR,16,Manager,87842,8,77,4,5,39,37,No,Master's,Low Risk
E37040,39,Male,Marketing,15,Technician,95721,2,19,1,1,6,64,Yes,Bachelor's,High Risk
E37041,56,Female,HR,13,Analyst,45537,3,9,1,1,31,14,Yes,Bachelor's,High Risk
E37042,23,Male,R&D,2,Developer,69320,3,10,1,1,31,16,Yes,Bachelor's,High Risk
E37043,56,Female,Sales,13,Analyst,85995,7,41,2,2,26,86,Yes,Bachelor's,Medium Risk
E37044,47,Female,Sales,15,Manager,118133,2,26,1,1,21,61,Yes,Bachelor's,High Risk
E37045,31,Male,Marketing,3,Analyst,71000,10,98,5,4,36,62,Yes,Bachelor's,Low Risk
E37046,46,Female,R&D,16,Manager,60785,7,59,2,2,39,70,No,High School,Medium Risk
E37047,54,Female,HR,11,Manager,61473,5,66,3,2,40,29,No,High School,Medium Risk
E37048,41,Female,HR,14,Developer,96964,9,81,5,4,36,30,No,High School,Low Risk
E37049,40,Female,Marketing,5,Technician,91232,6,45,3,3,7,79,No,High School,Medium Risk
E37050,24,Male,HR,16,Engineer,56893,9,98,4,5,14,46,No,Bachelor's,Low Risk
E37051,23,Male,HR,12,Engineer,119512,10,75,5,4,8,80,No,High School,Low Risk
E37052,56,Female,HR,12,Technician,100977,5,48,3,2,49,65,Yes,Bachelor's,Medium Risk
E37053,59,Male,Sales,1,Manager,64242,1,16,1,1,8,86,Yes,Bachelor's,High Risk
E37054,47,Female,Finance,5,Manager,117980,4,47,2,3,16,53,No,High School,Medium Risk
E37055,58,Male,Marketing,1,Developer,107120,3,1,1,1,12,96,Yes,Bachelor's,High Risk
E37056,46,Male,Marketing,15,Engineer,116975,5,65,3,2,19,80,No,Bachelor's,Medium Risk
E37057,31,Male,Marketing,10,Analyst,51479,1,15,1,1,8,99,Yes,High School,High Risk
E37058,51,Female,Marketing,12,Analyst,67613,5,57,3,2,12,53,No,High School,Medium Risk
E37059,23,Male,Finance,17,Manager,67828,1,2,1,1,3,15,Yes,High School,High Risk
E37060,26,Female,Sales,7,Engineer,80455,8,75,4,4,37,22,No,Bachelor's,Low Risk
E37061,22,Female,R&D,19,Analyst,113828,2,14,1,1,36,31,Yes,Master's,High Risk
E37062,42,Female,R&D,17,Developer,92894,5,58,3,2,20,17,No,High School,Medium Risk
E37063,59,Male,HR,20,Developer,103407,7,55,3,3,19,92,No,High School,Medium Risk
E37064,47,Female,R&D,6,Engineer,91592,4,56,3,3,46,37,No,Bachelor's,Medium Risk
E37065,54,Female,R&D,16,Manager,102105,1,35,1,1,37,66,Yes,High School,High Risk
E37066,44,Male,Sales,2,Technician,114254,2,33,1,1,29,43,Yes,Bachelor's,High Risk
E37067,47,Female,R&D,19,Analyst,55697,9,92,4,4,24,90,No,Bachelor's,Low Risk
E37068,41,Female,HR,13,Technician,55076,8,98,4,4,45,78,No,Bachelor's,Low Risk
E37069,52,Female,Marketing,18,Manager,115911,8,86,4,4,47,18,Yes,Master's,Low Risk
E37070,45,Male,Sales,16,Manager,60665,10,98,4,4,46,49,Yes,Bachelor's,Low Risk
E37071,39,Female,Sales,17,Manager,96965,9,75,5,4,15,77,No,Bachelor's,Low Risk
E37072,39,Male,Marketing,11,Technician,71108,6,42,2,3,9,57,No,Bachelor's,Medium Risk
E37073,29,Male,Sales,8,Developer,111332,6,47,2,2,18,84,Yes,Bachelor's,Medium Risk
E37074,50,Male,Sales,4,Analyst,85978,6,40,2,2,15,42,Yes,Master's,Medium Risk
E37075,37,Male,HR,17,Technician,82653,7,68,3,2,2,83,No,Bachelor's,Medium Risk
E37076,44,Female,Sales,12,Engineer,52022,4,53,3,2,45,84,No,Bachelor's,Medium Risk
E37077,27,Female,HR,11,Manager,89453,8,83,5,4,12,37,No,Master's,Low Risk
E37078,33,Female,Finance,16,Analyst,100153,4,61,3,2,46,32,No,High School,Medium Risk
E37079,53,Male,Finance,15,Technician,115229,4,42,3,3,17,15,No,Bachelor's,Medium Risk
E37080,45,Male,Marketing,1,Technician,70839,4,49,3,2,9,63,No,Master's,Medium Risk
E37081,28,Female,HR,14,Developer,69836,4,46,2,3,22,52,No,Bachelor's,Medium Risk
E37082,24,Female,HR,12,Analyst,114353,9,81,5,5,26,72,Yes,Master's,Low Risk
E37083,45,Male,Marketing,11,Analyst,44687,2,16,1,1,27,55,Yes,Master's,High Risk
E37084,30,Female,R&D,19,Technician,110697,6,48,2,3,41,24,No,Bachelor's,Medium Risk
E37085,28,Female,Finance,10,Analyst,74388,7,63,2,3,2,23,No,High School,Medium Risk
E37086,55,Male,Finance,16,Engineer,102778,9,89,5,5,35,15,No,High School,Low Risk
E37087,30,Male,R&D,16,Engineer,71196,8,88,4,4,24,19,No,Bachelor's,Low Risk
E37088,23,Male,R&D,4,Developer,87778,10,75,4,4,16,86,Yes,Bachelor's,Low Risk
E37089,40,Male,Sales,10,Engineer,61224,8,95,4,5,27,16,Yes,High School,Low Risk
E37090,58,Male,Sales,6,Manager,116211,9,82,4,5,15,21,Yes,Master's,Low Risk
E37091,52,Male,Marketing,7,Analyst,108931,10,81,5,5,8,75,No,Master's,Low Risk
E37092,48,Male,Marketing,2,Manager,70808,6,65,2,3,26,12,No,Bachelor's,Medium Risk
E37093,27,Male,Sales,10,Manager,75937,7,56,3,3,41,60,No,High School,Medium Risk
E37094,43,Female,R&D,20,Manager,65292,4,66,2,3,10,21,No,High School,Medium Risk
E37095,38,Male,Sales,17,Engineer,61837,4,65,2,3,38,82,No,Master's,Medium Risk
E37096,55,Female,Finance,3,Analyst,100292,4,42,3,2,16,34,No,Bachelor's,Medium Risk
E37097,46,Female,Marketing,20,Developer,106136,5,51,2,3,38,44,No,Bachelor's,Medium Risk
E37098,25,Female,HR,1,Technician,119499,8,92,4,4,25,21,No,Master's,Low Risk
E37099,58,Male,R&D,3,Analyst,76078,3,23,1,1,42,38,Yes,Bachelor's,High Risk
E37100,45,Male,Marketing,2,Analyst,63456,1,34,1,1,49,12,Yes,Master's,High Risk
E37101,50,Female,Finance,8,Analyst,77801,7,43,2,3,45,30,No,Master's,Medium Risk
E37102,24,Male,Finance,4,Developer,47489,9,84,5,5,24,39,No,High School,Low Risk
E37103,30,Male,Finance,13,Developer,42017,2,21,1,1,21,58,Yes,Bachelor's,High Risk
E37104,31,Male,HR,9,Manager,104845,1,31,1,1,49,26,Yes,Bachelor's,High Risk
E37105,57,Female,Sales,10,Developer,101554,10,92,4,4,34,48,Yes,High School,Low Risk
E37106,38,Female,R&D,6,Technician,44418,8,80,4,5,14,47,No,Bachelor's,Low Risk
E37107,26,Male,HR,4,Engineer,119179,3,21,1,1,26,23,Yes,Bachelor's,High Risk
E37108,40,Male,HR,15,Technician,92826,5,73,2,3,32,34,No,High School,Medium Risk
E37109,28,Male,R&D,18,Manager,62311,2,9,1,1,19,13,Yes,High School,High Risk
E37110,31,Female,Marketing,4,Manager,68001,10,92,5,4,19,54,Yes,Bachelor's,Low Risk
E37111,36,Male,Marketing,5,Developer,106687,3,3,1,1,36,86,Yes,Bachelor's,High Risk
E37112,44,Male,Finance,6,Manager,90081,10,79,5,5,5,95,No,High School,Low Risk
E37113,38,Male,Marketing,20,Manager,42030,9,88,5,4,13,83,No,Bachelor's,Low Risk
E37114,29,Male,HR,1,Technician,92432,3,9,1,1,7,41,Yes,High School,High Risk
E37115,42,Female,R&D,6,Engineer,101637,9,93,5,4,43,74,No,Bachelor's,Low Risk
E37116,24,Male,Sales,16,Analyst,58189,10,82,4,4,39,10,No,High School,Low Risk
E37117,36,Male,R&D,16,Technician,42443,2,4,1,1,49,99,Yes,Master's,High Risk
E37118,25,Male,Sales,19,Engineer,72954,10,76,5,4,27,65,No,Bachelor's,Low Risk
E37119,34,Male,Sales,3,Manager,117769,8,78,5,4,45,55,Yes,Bachelor's,Low Risk
E37120,22,Male,Finance,15,Engineer,108319,4,67,3,3,10,78,No,High School,Medium Risk
E37121,46,Female,Sales,16,Analyst,79848,7,59,2,3,11,27,No,Bachelor's,Medium Risk
E37122,53,Female,Marketing,13,Engineer,63799,4,64,3,2,42,20,Yes,High School,Medium Risk
E37123,54,Female,Marketing,14,Analyst,57341,2,37,1,1,17,14,Yes,High School,High Risk
E37124,40,Male,R&D,10,Analyst,74631,4,68,2,3,14,73,No,Bachelor's,Medium Risk
E37125,59,Male,HR,20,Analyst,65409,7,70,2,3,8,31,No,Master's,Medium Risk
E37126,58,Male,Sales,6,Manager,111725,4,40,2,2,2,57,No,Bachelor's,Medium Risk
E37127,56,Female,HR,6,Analyst,44345,1,22,1,1,38,26,Yes,Bachelor's,High Risk
E37128,41,Male,Marketing,7,Engineer,40223,7,65,3,3,36,44,No,Master's,Medium Risk
E37129,55,Female,Marketing,4,Engineer,41908,3,13,1,1,33,19,Yes,High School,High Risk
E37130,57,Male,HR,13,Manager,114132,3,16,1,1,47,81,Yes,Bachelor's,High Risk
E37131,27,Male,Marketing,5,Technician,104912,5,62,2,3,3,53,No,Bachelor's,Medium Risk
E37132,44,Male,R&D,6,Technician,102407,7,71,3,2,1,69,Yes,High School,Medium Risk
E37133,22,Female,HR,13,Technician,87740,4,71,2,3,37,12,Yes,Master's,Medium Risk
E37134,51,Female,Marketing,4,Analyst,90431,8,80,4,4,7,42,No,High School,Low Risk
E37135,36,Female,Finance,5,Developer,100259,9,99,5,5,33,16,Yes,High School,Low Risk
E37136,46,Male,HR,8,Technician,48238,1,19,1,1,19,11,Yes,High School,High Risk
E37137,41,Male,R&D,6,Engineer,114492,6,58,2,2,34,37,No,High School,Medium Risk
E37138,23,Male,Sales,7,Analyst,76327,4,58,3,3,28,67,No,Master's,Medium Risk
E37139,52,Female,HR,9,Technician,40524,4,43,3,3,11,49,No,High School,Medium Risk
E37140,24,Male,HR,8,Manager,97054,4,56,2,2,6,42,Yes,High School,Medium Risk
