EmployeeID,Age,Gender,Department,Tenure,JobRole,Salary,JobSatisfaction,EngagementScore,PerformanceRating,Overtime,DistanceFromHome,EducationLevel,TrainingHours,WorkLifeBalance
E24062,29,Male,R&D,1,Developer,97241,2,66,3,Yes,2,PhD,68,2
E24063,58,Male,HR,8,HR Specialist,111981,5,69,3,Yes,10,Master's,26,1
E24064,24,Female,Sales,16,Sales Executive,85208,2,83,5,Yes,13,High School,58,1
E24065,23,Female,Finance,16,HR Specialist,87316,1,51,5,Yes,11,Bachelor's,69,4
E24066,43,Female,Sales,3,R&D Engineer,65335,4,76,5,Yes,27,High School,63,3
E24067,27,Female,Sales,19,R&D Engineer,86730,5,55,2,No,7,PhD,43,2
E24068,57,Male,R&D,14,Analyst,83799,3,84,3,No,25,Bachelor's,53,4
E24069,45,Male,Marketing,9,HR Specialist,66952,3,87,4,Yes,17,Bachelor's,34,2
E24070,33,Male,Marketing,12,Analyst,91073,1,89,1,No,12,Master's,58,1
E24071,38,Female,Marketing,16,R&D Engineer,76869,1,77,3,Yes,1,PhD,52,2
E24072,43,Female,R&D,1,Manager,91714,3,56,4,No,10,High School,47,2
E24073,40,Male,IT,7,Manager,97476,3,60,5,No,9,Bachelor's,42,5
E24074,30,Female,Sales,18,Manager,110959,2,98,5,Yes,5,PhD,73,4
E24075,33,Female,HR,11,Developer,117366,1,52,3,Yes,25,Bachelor's,43,2
E24076,53,Female,Finance,3,Manager,57116,3,66,3,No,8,Bachelor's,21,3
E24077,52,Male,IT,10,Developer,48611,3,56,3,Yes,5,PhD,49,1
E24078,38,Male,Marketing,12,Developer,52067,4,65,3,Yes,7,High School,75,1
E24079,44,Female,R&D,8,Analyst,61431,3,54,5,Yes,29,Master's,46,4
E24080,31,Male,IT,3,Manager,106427,3,54,5,No,12,High School,67,5
E24081,51,Male,R&D,2,Developer,68578,3,92,4,Yes,8,PhD,24,4
E24082,40,Male,IT,7,HR Specialist,90510,5,50,5,No,17,High School,64,1
E24083,47,Male,Sales,12,Analyst,58506,3,55,2,Yes,23,Bachelor's,39,5
E24084,47,Male,Sales,13,Manager,93402,1,62,5,Yes,14,Master's,77,1
E24085,32,Female,R&D,19,R&D Engineer,113693,5,90,1,No,3,Bachelor's,77,3
E24086,41,Male,HR,11,Developer,43808,5,72,4,Yes,23,Master's,33,4
E24087,25,Female,Finance,13,Developer,119909,4,72,5,Yes,11,PhD,61,1
E24088,33,Female,Finance,8,Analyst,71158,5,83,3,No,15,PhD,60,2
E24089,46,Male,Marketing,5,Analyst,106548,3,77,3,No,23,PhD,66,4
E24090,31,Male,HR,19,Analyst,79788,4,57,2,Yes,29,PhD,74,1
E24091,43,Male,Finance,8,R&D Engineer,69909,4,63,5,Yes,10,Bachelor's,46,2
E24092,28,Male,IT,7,Manager,52134,2,53,1,No,27,PhD,72,5
E24093,45,Female,IT,5,Developer,45699,5,54,3,Yes,16,Master's,42,4
E24094,23,Female,Finance,9,HR Specialist,84637,4,53,4,No,13,PhD,75,3
E24095,53,Female,IT,12,R&D Engineer,102908,2,87,4,Yes,7,Master's,20,4
E24096,42,Male,R&D,4,HR Specialist,46158,4,75,2,No,19,PhD,76,2
E24097,28,Female,IT,3,HR Specialist,44235,5,84,1,No,10,PhD,57,4
E24098,29,Female,R&D,11,Analyst,42580,5,56,4,No,29,High School,68,5
E24099,59,Male,Marketing,18,Analyst,102232,1,92,5,Yes,1,Bachelor's,24,2
E24100,42,Male,IT,19,R&D Engineer,116026,3,89,2,No,25,Master's,25,2
E24101,29,Male,R&D,2,R&D Engineer,64267,3,86,4,No,29,Master's,58,3
E24102,46,Female,Finance,9,Analyst,116733,3,60,5,No,6,Master's,47,3
E24103,49,Male,Sales,10,Manager,55017,1,72,4,No,2,Bachelor's,72,3
E24104,49,Female,IT,19,R&D Engineer,88405,1,78,4,Yes,26,Master's,75,5
E24105,52,Male,Finance,6,R&D Engineer,41511,2,71,5,No,13,Master's,35,4
E24106,57,Female,IT,9,Developer,55966,3,62,4,No,21,High School,66,1
E24107,46,Female,HR,19,HR Specialist,86318,2,76,5,Yes,28,Bachelor's,28,2
E24108,58,Male,R&D,18,Developer,74966,2,98,4,No,3,PhD,71,5
E24109,59,Female,Marketing,19,HR Specialist,61044,4,92,4,No,11,Master's,47,3
E24110,33,Male,Sales,4,Developer,100404,3,95,3,No,11,High School,50,5
E24111,58,Male,R&D,4,Analyst,41005,1,62,4,No,4,Master's,58,5
E24112,58,Male,IT,17,Manager,104369,2,72,5,No,18,High School,63,3
E24113,52,Female,Finance,13,HR Specialist,83390,3,93,3,No,8,High School,74,4
E24114,39,Female,Sales,3,Sales Executive,60007,5,53,3,No,5,Bachelor's,53,5
E24115,47,Female,IT,4,HR Specialist,85174,3,82,4,No,26,PhD,60,5
E24116,27,Male,HR,7,R&D Engineer,90016,2,64,1,Yes,5,Bachelor's,57,5
E24117,30,Female,Finance,10,Manager,82757,5,89,4,No,29,PhD,64,5
E24118,32,Female,Marketing,13,Developer,54089,3,76,3,Yes,1,Master's,22,3
E24119,52,Male,IT,4,HR Specialist,66438,5,87,3,No,3,PhD,69,1
E24120,23,Male,Finance,7,Developer,89549,2,75,4,Yes,19,PhD,78,3
E24121,50,Male,IT,11,Analyst,50869,4,95,4,No,26,PhD,36,2
E24122,26,Male,Marketing,16,Manager,116165,3,88,5,No,17,High School,76,1
E24123,44,Male,HR,12,Manager,69497,4,61,2,Yes,6,High School,22,2
E24124,57,Male,R&D,6,HR Specialist,107187,5,95,4,No,25,Master's,57,3
E24125,28,Male,Marketing,5,Developer,58286,3,61,4,No,18,PhD,49,3
E24126,34,Female,Marketing,13,Sales Executive,75291,1,98,2,No,27,PhD,60,1
E24127,31,Male,Marketing,1,Developer,114752,4,58,3,No,4,High School,45,1
E24128,57,Male,R&D,15,Developer,69368,4,76,3,No,25,PhD,68,1
E24129,37,Male,Sales,19,R&D Engineer,117136,5,68,3,Yes,7,High School,73,1
E24130,36,Male,Finance,8,Developer,76026,2,55,2,Yes,14,Bachelor's,62,4
E24131,40,Male,IT,11,Developer,48089,1,89,3,No,6,Master's,58,3
E24132,42,Female,R&D,1,Developer,58612,2,77,3,No,22,Bachelor's,30,1
E24133,56,Male,HR,1,R&D Engineer,72913,3,99,5,No,27,Bachelor's,45,5
E24134,36,Female,IT,12,HR Specialist,108631,2,82,1,Yes,18,Master's,75,2
E24135,35,Female,Sales,16,HR Specialist,61777,4,87,2,Yes,27,PhD,65,2
E24136,50,Male,HR,8,Sales Executive,99558,1,71,4,No,12,High School,47,3
E24137,26,Male,Sales,14,R&D Engineer,55566,3,81,3,No,3,Bachelor's,66,1
E24138,39,Male,IT,7,Manager,71651,3,58,5,Yes,9,Master's,61,5
E24139,22,Female,HR,18,Manager,58521,4,81,4,No,25,Bachelor's,65,4
E24140,48,Male,R&D,13,Sales Executive,91103,2,80,3,Yes,22,High School,36,5
E24141,48,Female,IT,13,R&D Engineer,115845,3,70,4,No,3,High School,27,2
E24142,46,Female,Finance,9,R&D Engineer,55486,3,68,2,No,22,PhD,66,3
E24143,42,Male,Sales,18,Developer,63623,3,81,2,No,11,Bachelor's,35,4
E24144,35,Male,Finance,3,Analyst,119908,1,70,3,Yes,15,PhD,74,2
E24145,41,Female,Finance,3,HR Specialist,94214,4,65,3,Yes,3,Master's,55,5
E24146,49,Female,IT,14,Sales Executive,93192,3,64,1,Yes,2,Bachelor's,28,4
E24147,42,Male,IT,9,Manager,64225,1,72,2,Yes,24,High School,39,5
E24148,44,Male,Marketing,16,Developer,115163,1,83,5,Yes,27,PhD,70,2
E24149,32,Female,Marketing,5,Developer,117246,5,76,4,No,9,Master's,34,5
E24150,23,Female,HR,13,R&D Engineer,41565,3,57,5,No,25,Bachelor's,40,5
E24151,41,Male,IT,8,Developer,70949,5,76,3,Yes,24,Bachelor's,29,2
E24152,45,Female,Sales,19,Analyst,90553,5,53,1,Yes,22,Bachelor's,31,5
E24153,46,Male,IT,9,Sales Executive,55623,1,99,1,Yes,20,High School,36,2
E24154,58,Male,IT,9,HR Specialist,110664,3,92,1,No,3,Master's,20,5
E24155,43,Male,R&D,10,HR Specialist,55594,1,62,3,Yes,27,High School,65,3
E24156,45,Female,Finance,9,HR Specialist,67528,2,65,3,Yes,14,PhD,48,3
E24157,36,Female,Finance,12,Developer,114815,3,88,4,Yes,22,Master's,77,4
E24158,33,Female,Marketing,12,Manager,117570,2,72,1,Yes,9,Master's,33,1
E24159,52,Male,R&D,11,Developer,45624,2,53,2,Yes,17,Bachelor's,41,5
E24160,52,Male,HR,18,Developer,93242,4,87,2,No,18,PhD,50,5
E24161,51,Male,HR,7,R&D Engineer,101797,2,82,1,Yes,12,PhD,66,4
E24162,41,Female,IT,1,R&D Engineer,85594,2,77,4,No,8,Master's,63,4
E24163,29,Male,R&D,7,Analyst,86205,5,66,3,Yes,17,Bachelor's,32,1
E24164,51,Male,Sales,1,Developer,108082,3,76,2,Yes,10,Master's,41,5
E24165,56,Male,Finance,14,Developer,99977,2,77,4,Yes,27,Bachelor's,55,5
E24166,42,Female,Sales,13,Analyst,84097,5,67,5,No,27,Master's,47,1
E24167,49,Female,R&D,13,Developer,75444,1,62,1,No,18,High School,54,4
E24168,38,Female,Finance,17,Sales Executive,107642,1,65,2,Yes,24,Master's,60,5
E24169,33,Female,R&D,8,Sales Executive,67303,3,72,4,Yes,8,PhD,25,5
E24170,39,Female,R&D,17,Sales Executive,54103,2,89,2,Yes,1,High School,25,1
E24171,49,Female,IT,13,Analyst,61416,4,96,2,No,10,PhD,30,4
E24172,24,Female,HR,17,R&D Engineer,97652,4,66,1,No,8,High School,69,2
E24173,36,Male,R&D,15,HR Specialist,119664,2,94,3,Yes,22,PhD,52,4
E24174,37,Male,IT,2,Sales Executive,47740,1,57,3,Yes,24,Bachelor's,61,2
E24175,43,Male,Finance,13,Manager,43048,1,96,4,Yes,3,Master's,79,4
E24176,52,Male,R&D,8,R&D Engineer,47231,5,92,1,No,14,Master's,51,1
E24177,52,Female,HR,3,Manager,87009,5,91,3,No,23,High School,22,3
E24178,22,Female,Sales,7,Developer,66906,4,81,4,No,6,High School,76,3
E24179,32,Male,Sales,17,R&D Engineer,70783,5,82,4,No,15,Master's,41,1
E24180,27,Male,Marketing,6,HR Specialist,42414,2,75,4,No,24,Bachelor's,39,3
E24181,44,Female,Sales,6,Developer,53115,5,73,2,Yes,17,High School,46,1
E24182,30,Female,Marketing,11,R&D Engineer,55412,3,98,4,No,6,PhD,50,2
E24183,37,Female,HR,6,Sales Executive,93447,4,63,5,Yes,26,Bachelor's,71,1
E24184,59,Male,IT,2,Manager,82361,1,64,5,No,3,Master's,33,3
E24185,40,Female,R&D,3,Analyst,79679,5,88,5,Yes,22,Master's,57,4
E24186,34,Male,R&D,2,HR Specialist,50380,3,83,5,Yes,4,Bachelor's,60,4
E24187,53,Female,IT,3,Developer,66059,1,67,2,Yes,3,Master's,20,1
E24188,57,Female,R&D,1,R&D Engineer,46732,5,61,5,Yes,14,Bachelor's,39,2
E24189,30,Male,HR,7,Manager,55668,2,64,1,No,12,Master's,69,3
E24190,58,Female,R&D,16,Sales Executive,116816,4,67,4,No,3,PhD,40,4
E24191,52,Male,R&D,16,Sales Executive,41208,1,55,4,No,14,Master's,39,1
E24192,52,Female,HR,17,HR Specialist,93134,1,77,4,Yes,8,PhD,42,5
E24193,40,Female,Finance,1,Developer,42125,3,68,1,Yes,7,Master's,54,4
E24194,23,Male,Sales,18,Sales Executive,84918,4,83,5,No,17,Bachelor's,23,4
E24195,53,Female,Sales,7,Manager,56786,4,69,5,No,25,Master's,70,5
E24196,55,Female,Sales,9,Developer,107364,3,77,2,Yes,14,PhD,35,5
E24197,22,Female,Marketing,3,Manager,55766,5,80,2,No,13,High School,23,5
E24198,42,Female,Sales,16,Sales Executive,97494,3,57,2,Yes,21,PhD,35,3
E24199,24,Female,R&D,3,Manager,105994,1,67,3,No,4,Bachelor's,66,5
E24200,48,Female,R&D,6,Sales Executive,58989,1,96,2,Yes,20,Master's,49,5
E24201,28,Female,Finance,19,Analyst,98067,2,54,4,Yes,24,Master's,51,1
E24202,54,Female,IT,14,Developer,42182,4,66,5,Yes,16,PhD,68,5
E24203,30,Female,IT,3,Manager,90774,1,94,3,Yes,10,High School,40,2
E24204,51,Male,R&D,6,Developer,73174,1,90,3,No,2,High School,26,3
E24205,39,Female,Marketing,17,Manager,85658,4,90,3,Yes,10,Bachelor's,44,3
E24206,47,Female,Finance,4,Sales Executive,74964,5,71,2,No,7,PhD,56,4
E24207,41,Female,HR,4,Sales Executive,116089,4,55,1,No,8,PhD,51,1
E24208,59,Male,R&D,10,Analyst,48159,1,73,3,Yes,22,Bachelor's,36,5
E24209,52,Male,IT,15,Manager,106481,4,69,3,No,11,Master's,30,1
E24210,29,Male,Finance,17,Analyst,42715,5,86,2,No,14,Bachelor's,42,2
E24211,44,Male,HR,17,Manager,47268,1,91,5,Yes,4,Master's,59,3
E24212,46,Male,Marketing,11,Analyst,80001,5,91,4,Yes,2,High School,21,2
E24213,22,Male,R&D,4,Developer,54705,2,54,5,No,28,Master's,29,4
E24214,39,Female,Sales,13,R&D Engineer,112200,5,82,5,No,11,Master's,32,2
E24215,40,Male,R&D,19,Sales Executive,97829,1,85,3,No,1,Master's,62,2
E24216,27,Female,Finance,14,Manager,52867,4,84,3,No,11,Master's,40,1
E24217,38,Female,R&D,11,HR Specialist,101309,5,72,5,Yes,11,Master's,39,1
E24218,29,Female,IT,6,HR Specialist,106005,4,85,3,Yes,14,Master's,43,1
E24219,30,Male,Marketing,16,Sales Executive,105302,1,57,3,No,18,Master's,47,3
E24220,58,Female,R&D,11,HR Specialist,110021,4,100,4,No,22,High School,28,1
E24221,48,Female,Finance,19,HR Specialist,89619,1,96,4,Yes,7,High School,70,4
E24222,57,Male,Marketing,6,HR Specialist,46027,1,65,3,Yes,19,Bachelor's,40,1
E24223,27,Male,HR,12,Analyst,109440,5,65,5,Yes,15,Bachelor's,39,2
E24224,27,Female,Finance,19,Analyst,105190,2,93,3,No,11,High School,43,2
E24225,25,Male,R&D,18,Manager,84840,3,96,1,Yes,8,High School,78,4
E24226,43,Male,R&D,14,R&D Engineer,51778,5,94,4,No,8,Bachelor's,25,3
E24227,48,Female,Sales,9,Analyst,113853,2,51,1,Yes,28,Bachelor's,58,2
E24228,58,Female,HR,10,Developer,52919,5,95,5,No,19,High School,21,4
E24229,23,Female,Sales,15,Manager,54431,5,74,5,No,18,PhD,55,5
E24230,30,Female,Marketing,18,HR Specialist,64860,1,88,5,Yes,8,PhD,21,3
E24231,32,Female,Sales,17,HR Specialist,45294,2,65,2,Yes,6,Bachelor's,57,5
E24232,41,Female,HR,13,Sales Executive,81184,3,52,1,No,22,Master's,53,1
E24233,35,Female,HR,16,Manager,83929,4,76,2,Yes,23,PhD,36,3
E24234,47,Female,HR,7,HR Specialist,44348,1,100,3,Yes,16,High School,54,3
E24235,59,Male,R&D,6,Analyst,56014,5,64,1,Yes,25,Bachelor's,50,4
E24236,51,Male,Marketing,13,HR Specialist,69657,4,53,4,Yes,22,High School,55,2
E24237,57,Male,IT,12,HR Specialist,82184,5,80,2,No,26,Master's,41,4
E24238,59,Male,Marketing,15,Sales Executive,91004,1,82,1,No,13,Master's,52,5
E24239,56,Male,HR,4,HR Specialist,94576,5,50,1,No,26,High School,37,4
E24240,27,Female,Marketing,12,Developer,83290,1,65,5,No,7,PhD,52,5
E24241,24,Male,Finance,10,Developer,44800,5,58,2,Yes,2,Master's,75,3
E24242,22,Male,Finance,8,HR Specialist,65979,4,50,3,Yes,20,Bachelor's,66,3
E24243,39,Female,IT,14,HR Specialist,109561,1,73,3,No,27,Master's,40,2
E24244,44,Male,Marketing,14,Developer,48498,2,90,4,Yes,8,Master's,23,1
E24245,53,Female,R&D,7,Analyst,76773,4,75,3,No,23,Master's,43,4
E24246,50,Male,Marketing,10,Manager,113080,1,94,3,Yes,2,Master's,66,5
E24247,44,Male,Finance,10,Developer,42706,1,69,5,No,28,PhD,57,4
E24248,57,Female,HR,18,Sales Executive,102123,2,93,5,Yes,1,PhD,37,4
E24249,27,Male,Sales,17,Developer,41405,5,80,3,No,12,PhD,70,1
E24250,38,Male,HR,18,Manager,65421,3,97,1,No,12,Master's,24,5
E24251,39,Male,IT,14,Developer,84248,1,86,5,No,22,High School,76,3
E24252,52,Female,Sales,5,R&D Engineer,64492,4,63,4,Yes,3,High School,52,1
E24253,27,Female,HR,7,Manager,102086,5,77,1,Yes,19,Bachelor's,65,4
E24254,55,Female,Marketing,17,Analyst,58685,4,66,1,Yes,27,Bachelor's,49,1
E24255,48,Female,R&D,2,Analyst,43389,1,82,2,No,29,Bachelor's,44,3
E24256,57,Female,Marketing,4,HR Specialist,41280,2,77,5,Yes,20,Bachelor's,78,1
E24257,46,Male,Finance,9,Analyst,104014,2,93,3,No,12,Master's,38,2
E24258,31,Male,Marketing,8,Developer,90091,2,50,1,No,7,Master's,42,5
E24259,33,Female,Marketing,4,Sales Executive,46016,5,54,3,No,1,PhD,44,1
E24260,32,Female,IT,11,Developer,96965,2,94,5,No,8,PhD,78,2
E24261,24,Male,R&D,7,Analyst,97877,5,86,2,No,10,PhD,68,1
E24262,43,Female,Sales,11,Sales Executive,82092,1,56,4,No,7,Master's,36,4
E24263,25,Male,HR,3,Analyst,105307,1,77,4,Yes,17,Master's,76,1
E24264,29,Female,HR,12,Manager,109453,3,60,1,Yes,22,High School,48,2
E24265,35,Female,IT,8,Developer,63550,4,53,4,Yes,4,Master's,66,2
E24266,41,Male,Sales,7,Sales Executive,79149,1,61,4,Yes,7,High School,20,4
E24267,45,Male,Marketing,13,R&D Engineer,40388,5,75,3,Yes,22,Bachelor's,62,1
E24268,35,Female,R&D,4,HR Specialist,95659,5,75,5,Yes,14,High School,31,4
E24269,49,Female,IT,19,Sales Executive,54986,5,90,4,No,8,Bachelor's,30,5
E24270,37,Male,Marketing,3,Sales Executive,92079,2,73,4,Yes,25,Bachelor's,79,3
E24271,53,Male,HR,11,R&D Engineer,83477,4,94,5,No,29,Master's,64,1
E24272,33,Female,IT,6,R&D Engineer,105566,3,85,1,Yes,6,PhD,75,3
E24273,37,Male,R&D,16,Sales Executive,99778,4,63,3,No,28,High School,70,2
E24274,40,Female,IT,8,HR Specialist,49488,4,81,1,No,1,PhD,20,5
E24275,26,Female,IT,11,Sales Executive,43601,1,78,4,No,3,Bachelor's,52,2
E24276,33,Female,HR,9,Developer,60558,2,90,4,Yes,21,Master's,79,4
E24277,50,Female,R&D,1,Sales Executive,49468,1,57,1,No,3,Bachelor's,74,5
E24278,26,Female,HR,7,Analyst,68534,2,66,3,No,12,Bachelor's,56,2
E24279,38,Female,Finance,10,Sales Executive,51892,3,76,1,Yes,12,Bachelor's,36,5
E24280,29,Female,R&D,9,Sales Executive,69157,1,94,1,Yes,24,PhD,46,4
E24281,51,Male,HR,13,HR Specialist,74639,2,78,1,No,2,PhD,20,2
E24282,31,Male,R&D,18,Manager,95027,2,60,4,Yes,20,Master's,38,2
E24283,41,Female,HR,16,HR Specialist,47409,5,84,2,Yes,23,High School,78,3
E24284,37,Male,Marketing,4,HR Specialist,59229,1,94,3,No,9,Master's,27,5
E24285,37,Female,HR,6,Sales Executive,97245,2,68,2,Yes,15,Bachelor's,48,2
E24286,24,Female,R&D,9,R&D Engineer,86331,5,80,1,No,20,Master's,53,5
E24287,44,Male,Sales,12,Manager,44611,5,72,5,Yes,11,Master's,25,2
E24288,43,Male,Marketing,12,HR Specialist,107724,5,98,4,Yes,19,High School,48,1
E24289,49,Female,R&D,1,Analyst,40777,1,89,5,No,3,High School,51,1
E24290,57,Male,R&D,9,Manager,63540,3,73,5,No,8,High School,20,3
E24291,25,Female,R&D,10,R&D Engineer,92497,4,70,1,No,2,High School,76,2
E24292,59,Male,Finance,17,HR Specialist,85672,5,56,1,Yes,26,High School,79,4
E24293,45,Female,Sales,1,Sales Executive,87785,1,100,5,Yes,21,Bachelor's,53,5
E24294,40,Female,Finance,1,R&D Engineer,102269,2,60,5,Yes,17,High School,74,2
E24295,32,Female,IT,10,Analyst,53134,2,91,5,Yes,21,PhD,28,3
E24296,39,Male,IT,9,R&D Engineer,82647,4,91,2,Yes,19,PhD,67,5
E24297,33,Female,IT,9,Manager,62976,1,58,4,Yes,5,Bachelor's,57,1
E24298,35,Female,HR,5,R&D Engineer,103016,2,85,1,No,21,PhD,61,4
E24299,39,Male,HR,2,Analyst,73532,4,84,3,Yes,8,Master's,32,2
E24300,33,Male,Marketing,14,Developer,47234,5,91,2,No,15,Bachelor's,61,5
E24301,48,Female,Sales,12,HR Specialist,53798,4,95,3,No,19,Master's,59,1
E24302,27,Male,Sales,16,Sales Executive,51551,3,74,4,No,25,PhD,49,2
E24303,45,Female,R&D,16,R&D Engineer,68606,5,68,5,No,23,PhD,71,3
E24304,54,Female,IT,9,R&D Engineer,75459,2,71,3,Yes,3,High School,58,3
E24305,37,Female,IT,19,Developer,80960,4,54,4,No,10,High School,77,5
E24306,33,Male,R&D,19,Sales Executive,87495,1,65,1,No,23,Bachelor's,36,5
E24307,52,Male,HR,10,HR Specialist,72907,1,97,4,Yes,27,Bachelor's,35,3
E24308,58,Male,Finance,11,R&D Engineer,116928,2,52,4,No,28,High School,58,1
E24309,34,Female,R&D,5,Developer,98773,5,81,4,Yes,25,Bachelor's,56,4
E24310,29,Female,Sales,16,Manager,109837,4,67,1,Yes,12,Bachelor's,40,2
E24311,59,Female,Sales,19,Developer,113176,3,95,5,No,15,PhD,31,3
E24312,24,Male,Finance,12,R&D Engineer,106203,5,54,2,No,22,High School,30,3
E24313,41,Male,Sales,17,R&D Engineer,78311,3,87,5,No,4,PhD,54,3
E24314,25,Female,Sales,2,Manager,90276,4,93,1,No,12,PhD,28,5
E24315,23,Male,HR,9,Manager,75894,1,63,1,Yes,1,Bachelor's,67,2
E24316,57,Male,Sales,18,Sales Executive,42390,1,92,2,Yes,9,PhD,69,2
E24317,44,Male,IT,2,Analyst,88747,1,60,4,Yes,6,High School,51,1
E24318,40,Male,IT,10,Analyst,89380,1,62,2,No,2,Master's,26,4
E24319,29,Female,Marketing,9,R&D Engineer,70760,2,89,3,Yes,5,PhD,75,1
E24320,37,Female,HR,3,Manager,53007,5,53,4,No,29,High School,26,1
E24321,39,Female,HR,9,HR Specialist,117731,4,80,3,Yes,18,Master's,73,3
E24322,57,Male,IT,4,Analyst,46944,5,96,3,No,28,Bachelor's,48,2
E24323,45,Male,HR,13,Analyst,41520,2,93,4,Yes,26,High School,29,2
E24324,22,Male,HR,19,HR Specialist,83229,1,100,4,Yes,19,PhD,51,2
E24325,22,Female,Marketing,12,Sales Executive,77932,5,53,1,Yes,21,Bachelor's,58,5
E24326,57,Male,Finance,12,Manager,62392,2,97,1,Yes,25,Bachelor's,58,2
E24327,32,Female,R&D,15,R&D Engineer,91660,4,59,4,Yes,16,Bachelor's,76,3
E24328,39,Female,Sales,12,Developer,85686,5,78,5,No,18,Master's,28,2
E24329,37,Female,Marketing,2,Developer,74475,3,99,5,Yes,9,Master's,54,5
E24330,38,Male,Finance,12,Manager,44035,5,84,1,Yes,4,Bachelor's,72,3
E24331,45,Female,Sales,7,Sales Executive,77719,2,62,3,Yes,1,Master's,52,5
E24332,55,Female,IT,7,R&D Engineer,43040,3,65,1,No,21,PhD,65,1
E24333,25,Male,Finance,18,Developer,57581,1,94,1,Yes,6,High School,76,5
E24334,56,Female,Sales,12,R&D Engineer,88352,3,71,4,Yes,3,Bachelor's,38,2
E24335,36,Male,Marketing,18,R&D Engineer,85768,1,62,1,No,16,Master's,53,2
E24336,23,Female,Sales,6,Analyst,105401,1,90,4,Yes,11,PhD,43,4
E24337,52,Male,HR,8,Sales Executive,44829,1,79,2,No,2,Master's,76,2
E24338,30,Female,R&D,17,HR Specialist,56437,2,70,1,Yes,27,Master's,62,3
E24339,31,Female,Sales,15,Manager,95688,5,92,3,Yes,25,Bachelor's,67,1
E24340,46,Female,IT,12,Developer,43362,1,66,2,Yes,4,Master's,21,2
E24341,26,Male,Marketing,7,Manager,94964,2,93,3,No,24,Master's,74,3
E24342,35,Male,Finance,13,HR Specialist,92138,5,86,3,No,2,High School,76,2
E24343,59,Male,Sales,12,Developer,56856,1,96,2,Yes,9,PhD,64,5
E24344,23,Female,Marketing,16,Manager,88575,1,83,1,No,7,High School,61,4
E24345,39,Male,IT,19,HR Specialist,58587,1,95,5,Yes,15,Bachelor's,65,2
E24346,50,Male,R&D,10,Analyst,73494,3,81,3,No,6,Bachelor's,45,1
E24347,41,Male,Finance,16,HR Specialist,103865,2,100,4,No,24,Master's,25,4
E24348,29,Male,Sales,12,Sales Executive,87545,1,60,5,No,24,Master's,52,1
E24349,58,Female,IT,3,Sales Executive,85722,4,57,1,No,22,Bachelor's,20,1
E24350,47,Female,HR,4,HR Specialist,93990,5,78,3,No,29,Bachelor's,68,1
E24351,58,Female,Marketing,1,R&D Engineer,70432,1,95,4,Yes,8,Master's,35,5
E24352,25,Female,Marketing,4,R&D Engineer,58777,4,65,2,No,29,Master's,61,2
E24353,54,Female,Sales,4,Analyst,98661,5,83,4,No,24,High School,60,2
E24354,43,Female,IT,3,Manager,62075,1,86,1,No,10,PhD,60,2
E24355,27,Male,Finance,18,Manager,63446,1,93,4,Yes,1,PhD,54,5
E24356,54,Female,Finance,18,Analyst,58540,5,59,2,No,27,Master's,43,3
E24357,49,Male,Finance,8,Developer,45210,1,96,1,Yes,19,High School,58,3
E24358,45,Female,Finance,8,HR Specialist,97417,4,94,4,Yes,6,Master's,56,5
E24359,25,Male,Sales,7,Sales Executive,48631,5,73,5,No,15,PhD,41,2
E24360,23,Female,Sales,8,Sales Executive,104496,2,87,4,No,4,PhD,59,4
E24361,34,Female,Marketing,16,Sales Executive,117491,1,63,5,No,24,Master's,71,4
E24362,32,Female,IT,3,R&D Engineer,73320,4,59,2,No,25,PhD,77,5
E24363,56,Female,HR,15,R&D Engineer,71073,5,61,2,Yes,3,Master's,40,4
E24364,31,Male,Sales,18,Manager,114645,2,59,3,No,25,Bachelor's,62,3
E24365,31,Male,Finance,11,Manager,92080,4,70,4,Yes,17,High School,57,3
E24366,29,Female,HR,2,Analyst,69809,4,59,2,Yes,17,High School,31,2
E24367,26,Female,Marketing,19,Developer,79873,3,100,1,No,5,PhD,35,1
E24368,44,Male,Finance,16,R&D Engineer,95323,2,67,5,No,23,High School,67,5
E24369,55,Female,R&D,6,HR Specialist,50983,5,52,4,No,23,Bachelor's,61,3
E24370,53,Female,IT,9,Sales Executive,113833,5,52,5,No,7,Bachelor's,65,2
E24371,37,Male,HR,15,Analyst,65303,1,57,2,Yes,11,High School,49,1
E24372,25,Male,Marketing,9,Developer,87909,1,82,5,No,5,PhD,56,1
E24373,49,Male,Sales,10,Manager,89511,5,67,5,No,8,Master's,24,1
E24374,35,Male,IT,2,Sales Executive,114562,5,63,5,No,9,High School,53,1
E24375,33,Female,Finance,15,HR Specialist,101881,2,57,5,No,2,High School,59,3
E24376,42,Female,HR,1,R&D Engineer,41769,5,68,3,No,10,Master's,28,5
E24377,37,Female,Marketing,6,Sales Executive,52452,4,66,4,No,5,Bachelor's,23,3
E24378,23,Female,HR,13,Sales Executive,99852,4,91,1,No,5,High School,45,3
E24379,44,Male,IT,7,HR Specialist,72334,4,95,1,No,12,High School,52,5
E24380,50,Female,Sales,17,R&D Engineer,42100,3,75,4,No,19,Master's,29,5
E24381,30,Female,Sales,19,Analyst,75916,2,60,2,Yes,4,Bachelor's,27,3
E24382,28,Male,R&D,17,HR Specialist,42515,5,51,5,No,28,Master's,59,5
E24383,50,Female,IT,1,R&D Engineer,94278,1,88,1,No,3,Master's,30,1
